Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
PARC CANBERRA,"1,066,000",925.7,"1,152",15 Feb 2020,17 CANBERRA WALK #12-33,New Sale,Strata,86,"12,395",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,002,000",925.7,"1,082",15 Feb 2020,17 CANBERRA WALK #07-33,New Sale,Strata,86,"11,651",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,055,000",925.7,"1,140",15 Feb 2020,19 CANBERRA WALK #03-38,New Sale,Strata,86,"12,267",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,064,000",925.7,"1,149",15 Feb 2020,19 CANBERRA WALK #11-38,New Sale,Strata,86,"12,372",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,056,000",925.7,"1,141",15 Feb 2020,19 CANBERRA WALK #09-38,New Sale,Strata,86,"12,279",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756950,27,75,North Region,Sembawang
PARC CANBERRA,"959,000",882.65,"1,087",15 Feb 2020,19 CANBERRA WALK #03-42,New Sale,Strata,82,"11,695",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"995,000",882.65,"1,127",15 Feb 2020,19 CANBERRA WALK #10-42,New Sale,Strata,82,"12,134",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"955,000",882.65,"1,082",15 Feb 2020,19 CANBERRA WALK #02-42,New Sale,Strata,82,"11,646",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"959,000",882.65,"1,087",15 Feb 2020,19 CANBERRA WALK #01-42,New Sale,Strata,82,"11,695",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756950,27,75,North Region,Sembawang
AFFINITY AT SERANGOON,"1,206,000",753.48,"1,601",15 Feb 2020,18 SERANGOON NORTH AVENUE 1 #13-07,New Sale,Strata,70,"17,229",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554336,19,55,North East Region,Serangoon
PARC CANBERRA,"987,000",882.65,"1,118",15 Feb 2020,19 CANBERRA WALK #08-42,New Sale,Strata,82,"12,037",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,048,000",947.23,"1,106",15 Feb 2020,5 CANBERRA WALK #05-09,New Sale,Strata,88,"11,909",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
PARC CANBERRA,"1,041,000",947.23,"1,099",15 Feb 2020,5 CANBERRA WALK #09-09,New Sale,Strata,88,"11,830",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
PARC CANBERRA,"978,000",925.7,"1,056",15 Feb 2020,3 CANBERRA WALK #07-05,New Sale,Strata,86,"11,372",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757064,27,75,North Region,Sembawang
LE QUEST,"1,472,000","1,022.58","1,439",15 Feb 2020,2 BUKIT BATOK STREET 41 #14-03,New Sale,Strata,95,"15,495",-,Apartment,1,99 yrs from 29/08/2016,Uncompleted,HDB,657990,23,65,West Region,Bukit Batok
PARC CANBERRA,"1,199,000","1,194.8","1,004",15 Feb 2020,9 CANBERRA WALK #11-20,New Sale,Strata,111,"10,802",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756945,27,75,North Region,Sembawang
PARC CANBERRA,"1,018,000",925.7,"1,100",15 Feb 2020,17 CANBERRA WALK #08-33,New Sale,Strata,86,"11,837",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,089,000",947.23,"1,150",15 Feb 2020,17 CANBERRA WALK #12-34,New Sale,Strata,88,"12,375",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,122,000","1,001.05","1,121",15 Feb 2020,13 CANBERRA WALK #04-28,New Sale,Strata,93,"12,065",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756947,27,75,North Region,Sembawang
PARC CANBERRA,"1,338,000","1,151.75","1,162",15 Feb 2020,5 CANBERRA WALK #10-11,New Sale,Strata,107,"12,505",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
PARC CANBERRA,"1,239,000","1,151.75","1,076",15 Feb 2020,5 CANBERRA WALK #02-11,New Sale,Strata,107,"11,579",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
PARC CANBERRA,"1,269,000","1,151.75","1,102",15 Feb 2020,5 CANBERRA WALK #07-11,New Sale,Strata,107,"11,860",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
PARC CANBERRA,"881,000",818.06,"1,077",15 Feb 2020,19 CANBERRA WALK #02-40,New Sale,Strata,76,"11,592",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
TREASURE AT TAMPINES,"830,112",581.26,"1,428",15 Feb 2020,11 TAMPINES LANE #09-44,New Sale,Strata,54,"15,372",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528480,18,52,East Region,Tampines
PARC CANBERRA,"1,052,000",947.23,"1,111",15 Feb 2020,5 CANBERRA WALK #06-10,New Sale,Strata,88,"11,955",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
PARC CANBERRA,"938,000",947.23,990,15 Feb 2020,19 CANBERRA WALK #13-40,New Sale,Strata,88,"10,659",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,251,000","1,151.75","1,086",15 Feb 2020,5 CANBERRA WALK #04-11,New Sale,Strata,107,"11,692",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
PARC CANBERRA,"927,000",882.65,"1,050",15 Feb 2020,19 CANBERRA WALK #02-41,New Sale,Strata,82,"11,305",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,090,000",947.23,"1,151",15 Feb 2020,17 CANBERRA WALK #09-36,New Sale,Strata,88,"12,386",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,016,000",925.7,"1,098",15 Feb 2020,1 CANBERRA WALK #01-01,New Sale,Strata,86,"11,814",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757063,27,75,North Region,Sembawang
PARC CANBERRA,"1,069,000","1,076.4",993,15 Feb 2020,1 CANBERRA WALK #13-02,New Sale,Strata,100,"10,690",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757063,27,75,North Region,Sembawang
PARC CANBERRA,"1,110,000",958,"1,159",15 Feb 2020,1 CANBERRA WALK #11-03,New Sale,Strata,89,"12,472",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757063,27,75,North Region,Sembawang
PARC CANBERRA,"1,098,000",958,"1,146",15 Feb 2020,1 CANBERRA WALK #08-03,New Sale,Strata,89,"12,337",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757063,27,75,North Region,Sembawang
PARC CANBERRA,"907,000",818.06,"1,109",15 Feb 2020,19 CANBERRA WALK #12-40,New Sale,Strata,76,"11,934",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"889,000",818.06,"1,087",15 Feb 2020,19 CANBERRA WALK #04-40,New Sale,Strata,76,"11,697",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"914,000",818.06,"1,117",15 Feb 2020,19 CANBERRA WALK #05-37,New Sale,Strata,76,"12,026",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756950,27,75,North Region,Sembawang
ROYALGREEN,"1,822,000",667.37,"2,730",15 Feb 2020,6 ANAMALAI AVENUE #03-35,New Sale,Strata,62,"29,387",-,Condominium,1,Freehold,Uncompleted,Private,279994,10,27,Central Region,Bukit Timah
PARC CANBERRA,"1,287,000","1,151.75","1,117",15 Feb 2020,5 CANBERRA WALK #08-11,New Sale,Strata,107,"12,028",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
PARC CANBERRA,"1,110,000",958,"1,159",15 Feb 2020,17 CANBERRA WALK #11-35,New Sale,Strata,89,"12,472",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,131,000",958,"1,181",15 Feb 2020,17 CANBERRA WALK #08-35,New Sale,Strata,89,"12,708",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,130,000","1,001.05","1,129",15 Feb 2020,7 CANBERRA WALK #06-16,New Sale,Strata,93,"12,151",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,757066,27,75,North Region,Sembawang
PARC CANBERRA,"964,000",882.65,"1,092",15 Feb 2020,19 CANBERRA WALK #04-41,New Sale,Strata,82,"11,756",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,163,000","1,162.51","1,000",15 Feb 2020,17 CANBERRA WALK #13-35,New Sale,Strata,108,"10,769",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,098,000",958,"1,146",15 Feb 2020,17 CANBERRA WALK #02-35,New Sale,Strata,89,"12,337",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"950,000",818.06,"1,161",15 Feb 2020,19 CANBERRA WALK #12-37,New Sale,Strata,76,"12,500",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,077,000",947.23,"1,137",15 Feb 2020,5 CANBERRA WALK #10-09,New Sale,Strata,88,"12,239",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757065,27,75,North Region,Sembawang
PARC CANBERRA,"975,000",882.65,"1,105",15 Feb 2020,19 CANBERRA WALK #11-41,New Sale,Strata,82,"11,890",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,107,000",958,"1,156",15 Feb 2020,17 CANBERRA WALK #04-35,New Sale,Strata,89,"12,438",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,102,000",958,"1,150",15 Feb 2020,17 CANBERRA WALK #09-35,New Sale,Strata,89,"12,382",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,037,000",947.23,"1,095",15 Feb 2020,5 CANBERRA WALK #08-10,New Sale,Strata,88,"11,784",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
PARC CANBERRA,"1,490,000","1,453.14","1,025",15 Feb 2020,13 CANBERRA WALK #02-27,New Sale,Strata,135,"11,037",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756947,27,75,North Region,Sembawang
PARC CANBERRA,"1,134,000","1,001.05","1,133",15 Feb 2020,9 CANBERRA WALK #07-20,New Sale,Strata,93,"12,194",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
PARC CANBERRA,"1,148,000","1,001.05","1,147",15 Feb 2020,9 CANBERRA WALK #09-20,New Sale,Strata,93,"12,344",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756945,27,75,North Region,Sembawang
PARC CANBERRA,"1,564,000","1,453.14","1,076",15 Feb 2020,13 CANBERRA WALK #06-27,New Sale,Strata,135,"11,585",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756947,27,75,North Region,Sembawang
PARC CANBERRA,"1,368,000","1,399.32",978,15 Feb 2020,9 CANBERRA WALK #11-19,New Sale,Strata,130,"10,523",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
PARC CANBERRA,"895,000",818.06,"1,094",15 Feb 2020,19 CANBERRA WALK #09-40,New Sale,Strata,76,"11,776",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,070,000",947.23,"1,130",15 Feb 2020,17 CANBERRA WALK #06-36,New Sale,Strata,88,"12,159",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,077,000",947.23,"1,137",15 Feb 2020,7 CANBERRA WALK #10-13,New Sale,Strata,88,"12,239",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757066,27,75,North Region,Sembawang
PARC CANBERRA,"1,021,000",947.23,"1,078",15 Feb 2020,7 CANBERRA WALK #06-14,New Sale,Strata,88,"11,602",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757066,27,75,North Region,Sembawang
PARC CANBERRA,"1,066,000",947.23,"1,125",15 Feb 2020,17 CANBERRA WALK #05-36,New Sale,Strata,88,"12,114",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,041,000",947.23,"1,099",15 Feb 2020,5 CANBERRA WALK #09-10,New Sale,Strata,88,"11,830",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757065,27,75,North Region,Sembawang
PARC CANBERRA,"1,135,000","1,076.4","1,054",15 Feb 2020,17 CANBERRA WALK #13-36,New Sale,Strata,100,"11,350",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,098,000",947.23,"1,159",15 Feb 2020,17 CANBERRA WALK #11-36,New Sale,Strata,88,"12,477",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,127,000",947.23,"1,190",15 Feb 2020,17 CANBERRA WALK #10-36,New Sale,Strata,88,"12,807",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,148,000","1,001.05","1,147",15 Feb 2020,13 CANBERRA WALK #09-28,New Sale,Strata,93,"12,344",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756947,27,75,North Region,Sembawang
PARC CANBERRA,"1,021,000",947.23,"1,078",15 Feb 2020,15 CANBERRA WALK #06-29,New Sale,Strata,88,"11,602",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756948,27,75,North Region,Sembawang
PARC CANBERRA,"1,145,000","1,054.87","1,085",15 Feb 2020,3 CANBERRA WALK #13-08,New Sale,Strata,98,"11,684",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757064,27,75,North Region,Sembawang
PARC CANBERRA,"1,071,000",925.7,"1,157",15 Feb 2020,3 CANBERRA WALK #04-08,New Sale,Strata,86,"12,453",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757064,27,75,North Region,Sembawang
PARC CANBERRA,"1,071,000",925.7,"1,157",15 Feb 2020,3 CANBERRA WALK #10-08,New Sale,Strata,86,"12,453",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757064,27,75,North Region,Sembawang
PARC CANBERRA,"970,000",925.7,"1,048",15 Feb 2020,3 CANBERRA WALK #05-05,New Sale,Strata,86,"11,279",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757064,27,75,North Region,Sembawang
PARC CANBERRA,"1,088,000","1,076.4","1,011",15 Feb 2020,17 CANBERRA WALK #13-34,New Sale,Strata,100,"10,880",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,070,000",958,"1,117",15 Feb 2020,17 CANBERRA WALK #03-35,New Sale,Strata,89,"12,022",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,058,000",947.23,"1,117",15 Feb 2020,17 CANBERRA WALK #03-36,New Sale,Strata,88,"12,023",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,047,000","1,054.87",993,15 Feb 2020,3 CANBERRA WALK #13-05,New Sale,Strata,98,"10,684",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757064,27,75,North Region,Sembawang
PARC CANBERRA,"991,000",882.65,"1,123",15 Feb 2020,19 CANBERRA WALK #09-42,New Sale,Strata,82,"12,085",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756950,27,75,North Region,Sembawang
PARC CANBERRA,"975,000",882.65,"1,105",15 Feb 2020,19 CANBERRA WALK #07-42,New Sale,Strata,82,"11,890",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"963,000",882.65,"1,091",15 Feb 2020,19 CANBERRA WALK #04-42,New Sale,Strata,82,"11,744",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,106,000",958,"1,154",15 Feb 2020,17 CANBERRA WALK #10-35,New Sale,Strata,89,"12,427",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756949,27,75,North Region,Sembawang
PARC CANBERRA,"988,000",925.7,"1,067",15 Feb 2020,19 CANBERRA WALK #06-39,New Sale,Strata,86,"11,488",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756950,27,75,North Region,Sembawang
PARC CANBERRA,"992,000",925.7,"1,072",15 Feb 2020,19 CANBERRA WALK #07-39,New Sale,Strata,86,"11,535",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,557,000","1,453.14","1,071",15 Feb 2020,13 CANBERRA WALK #05-27,New Sale,Strata,135,"11,533",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756947,27,75,North Region,Sembawang
PARC CANBERRA,"1,279,000","1,184.04","1,080",15 Feb 2020,3 CANBERRA WALK #03-07,New Sale,Strata,110,"11,627",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757064,27,75,North Region,Sembawang
PARC CANBERRA,"1,074,000",947.23,"1,134",15 Feb 2020,17 CANBERRA WALK #07-36,New Sale,Strata,88,"12,205",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"906,000",818.06,"1,107",15 Feb 2020,19 CANBERRA WALK #03-37,New Sale,Strata,76,"11,921",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"910,000",818.06,"1,112",15 Feb 2020,19 CANBERRA WALK #04-37,New Sale,Strata,76,"11,974",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,067,000",925.7,"1,153",15 Feb 2020,3 CANBERRA WALK #03-08,New Sale,Strata,86,"12,407",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757064,27,75,North Region,Sembawang
PARC CANBERRA,"1,245,000","1,151.75","1,081",15 Feb 2020,7 CANBERRA WALK #03-15,New Sale,Strata,107,"11,636",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757066,27,75,North Region,Sembawang
PARC CANBERRA,"1,251,000","1,151.75","1,086",15 Feb 2020,7 CANBERRA WALK #04-15,New Sale,Strata,107,"11,692",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757066,27,75,North Region,Sembawang
PARC CANBERRA,"1,263,000","1,151.75","1,097",15 Feb 2020,7 CANBERRA WALK #06-15,New Sale,Strata,107,"11,804",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757066,27,75,North Region,Sembawang
PARC CANBERRA,"967,000",882.65,"1,096",15 Feb 2020,19 CANBERRA WALK #09-41,New Sale,Strata,82,"11,793",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,057,000",925.7,"1,142",15 Feb 2020,17 CANBERRA WALK #10-33,New Sale,Strata,86,"12,291",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,062,000",947.23,"1,121",15 Feb 2020,17 CANBERRA WALK #04-36,New Sale,Strata,88,"12,068",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,497,000","1,453.14","1,030",15 Feb 2020,13 CANBERRA WALK #03-27,New Sale,Strata,135,"11,089",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756947,27,75,North Region,Sembawang
PARC CANBERRA,"1,052,000",947.23,"1,111",15 Feb 2020,9 CANBERRA WALK #06-17,New Sale,Strata,88,"11,955",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
PARC CANBERRA,"1,078,000",958,"1,125",15 Feb 2020,17 CANBERRA WALK #05-35,New Sale,Strata,89,"12,112",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,525,000","1,453.14","1,049",15 Feb 2020,13 CANBERRA WALK #07-27,New Sale,Strata,135,"11,296",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756947,27,75,North Region,Sembawang
PARC CANBERRA,"1,073,000",947.23,"1,133",15 Feb 2020,9 CANBERRA WALK #09-18,New Sale,Strata,88,"12,193",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
PARC CANBERRA,"939,000",882.65,"1,064",15 Feb 2020,19 CANBERRA WALK #05-41,New Sale,Strata,82,"11,451",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
PARC CANBERRA,"1,119,000",947.23,"1,181",15 Feb 2020,17 CANBERRA WALK #08-36,New Sale,Strata,88,"12,716",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"1,021,000",947.23,"1,078",15 Feb 2020,9 CANBERRA WALK #06-18,New Sale,Strata,88,"11,602",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756945,27,75,North Region,Sembawang
PARC CANBERRA,"1,076,000","1,076.4","1,000",15 Feb 2020,9 CANBERRA WALK #11-18,New Sale,Strata,100,"10,760",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
PARC CANBERRA,"1,045,000",947.23,"1,103",15 Feb 2020,9 CANBERRA WALK #10-18,New Sale,Strata,88,"11,875",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
PARC CANBERRA,"1,025,000",947.23,"1,082",15 Feb 2020,9 CANBERRA WALK #07-18,New Sale,Strata,88,"11,648",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
PARC CANBERRA,"1,082,000",958,"1,129",15 Feb 2020,17 CANBERRA WALK #06-35,New Sale,Strata,89,"12,157",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756949,27,75,North Region,Sembawang
PARC CANBERRA,"971,000",882.65,"1,100",15 Feb 2020,19 CANBERRA WALK #10-41,New Sale,Strata,82,"11,841",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,756950,27,75,North Region,Sembawang
JADESCAPE,"1,816,100","1,054.87","1,722",15 Feb 2020,8 SHUNFU ROAD #20-29,New Sale,Strata,98,"18,532",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575745,20,57,Central Region,Bishan
