Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
COASTLINE RESIDENCES,"1,807,740",710.42,"2,545",24 May 2020,9 AMBER ROAD #12-07,New Sale,Strata,66,"27,390",-,Apartment,1,Freehold,Uncompleted,HDB,439854,15,43,Central Region,Marine Parade
TREASURE AT TAMPINES,"844,000",592.02,"1,426",24 May 2020,3 TAMPINES LANE #11-13,New Sale,Strata,55,"15,345",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528483,18,52,East Region,Tampines
THE TAPESTRY,"1,442,610","1,130.22","1,276",24 May 2020,53 TAMPINES STREET 86 #06-16,New Sale,Strata,105,"13,739",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,N.A,528540,18,52,East Region,Tampines
PARC CLEMATIS,"853,000",516.67,"1,651",25 May 2020,8C JALAN LEMPENG #16-37,New Sale,Strata,48,"17,771",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128825,05,12,West Region,Clementi
TREASURE AT TAMPINES,"917,000",678.13,"1,352",25 May 2020,49 TAMPINES LANE #07-168,New Sale,Strata,63,"14,556",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528461,18,52,East Region,Tampines
THE WOODLEIGH RESIDENCES,"1,062,000",592.02,"1,794",25 May 2020,19 BIDADARI PARK DRIVE #06-13,New Sale,Strata,55,"19,309",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367794,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,117,000",592.02,"1,887",25 May 2020,19 BIDADARI PARK DRIVE #10-13,New Sale,Strata,55,"20,309",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367794,13,36,Central Region,Toa Payoh
PARC ESTA,"1,571,000",914.94,"1,717",25 May 2020,912 SIMS AVENUE #01-56,New Sale,Strata,85,"18,482",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408972,14,40,Central Region,Geylang
TREASURE AT TAMPINES,"1,581,000","1,237.86","1,277",25 May 2020,43 TAMPINES LANE #09-147,New Sale,Strata,115,"13,748",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528464,18,52,East Region,Tampines
THE GARDEN RESIDENCES,"1,069,900",688.9,"1,553",25 May 2020,7 SERANGOON NORTH VIEW #04-36,New Sale,Strata,64,"16,717",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554346,19,55,North East Region,Serangoon
TREASURE AT TAMPINES,"1,825,000","1,334.74","1,367",25 May 2020,23 TAMPINES LANE #10-80,New Sale,Strata,124,"14,718",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528474,18,52,East Region,Tampines
PARC ESTA,"1,878,000","1,119.46","1,678",25 May 2020,900 SIMS AVENUE #10-09,New Sale,Strata,104,"18,058",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408966,14,40,Central Region,Geylang
THE FLORENCE RESIDENCES,"1,123,000",721.19,"1,557",25 May 2020,81 HOUGANG AVENUE 2 #12-08,New Sale,Strata,67,"16,761",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538859,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,058,000",667.37,"1,585",25 May 2020,87 HOUGANG AVENUE 2 #11-32,New Sale,Strata,62,"17,065",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538862,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"1,036,000",635.08,"1,631",25 May 2020,28 SERANGOON NORTH AVENUE 1 #01-56,New Sale,Strata,59,"17,559",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554341,19,55,North East Region,Serangoon
TREASURE AT TAMPINES,"1,320,000","1,033.34","1,277",25 May 2020,7 TAMPINES LANE #02-27,New Sale,Strata,96,"13,750",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528487,18,52,East Region,Tampines
JADESCAPE,"1,273,000",764.24,"1,666",25 May 2020,6 SHUNFU ROAD #01-22,New Sale,Strata,71,"17,930",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575744,20,57,Central Region,Bishan
THE FLORENCE RESIDENCES,"733,000",484.38,"1,513",25 May 2020,87 HOUGANG AVENUE 2 #06-35,New Sale,Strata,45,"16,289",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538862,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"744,000",484.38,"1,536",25 May 2020,95 HOUGANG AVENUE 2 #08-72,New Sale,Strata,45,"16,533",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533754,19,53,North East Region,Hougang
THE WOODLEIGH RESIDENCES,"1,220,000",667.37,"1,828",25 May 2020,23 BIDADARI PARK DRIVE #09-31,New Sale,Strata,62,"19,677",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367796,13,36,Central Region,Toa Payoh
TANGLIN VIEW,"2,530,000","2,088.22","1,212",26 May 2020,152 PRINCE CHARLES CRESCENT #19-14,Resale,Strata,194,"13,041",-,Condominium,1,99 yrs from 17/05/1997,2001,Private,159013,03,15,Central Region,Bukit Merah
KOPAR AT NEWTON,"2,270,000","1,054.87","2,152",26 May 2020,6 MAKEWAY AVENUE #05-07,New Sale,Strata,98,"23,163",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,09,22,Central Region,Novena
WATERFRONT GOLD,"1,400,000","1,291.68","1,084",26 May 2020,750 BEDOK RESERVOIR ROAD #13-04,Resale,Strata,120,"11,667",-,Condominium,1,99 yrs from 26/11/2009,2014,Private,479256,16,47,East Region,Bedok
HILLTOPS,"4,375,000","1,593.07","2,746",26 May 2020,101 CAIRNHILL CIRCLE #06-03,Resale,Strata,148,"29,561",-,Condominium,1,Freehold,2011,Private,229809,09,22,Central Region,Newton
SCOTTS HIGHPARK,"3,650,000","1,743.77","2,093",26 May 2020,43 SCOTTS ROAD #14-02,Resale,Strata,162,"22,531",-,Condominium,1,Freehold,2009,Private,228239,09,22,Central Region,Newton
AVENUE SOUTH RESIDENCE,"1,156,000",527.44,"2,192",26 May 2020,13 SILAT AVENUE #24-39,New Sale,Strata,49,"23,592",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168878,03,16,Central Region,Bukit Merah
THE HILLIER,"755,000",624.31,"1,209",26 May 2020,6 HILLVIEW RISE #08-25,Resale,Strata,58,"13,017",-,Apartment,1,99 yrs from 01/08/2011,2016,Private,667980,23,66,West Region,Bukit Batok
TREASURE AT TAMPINES,"971,000",678.13,"1,432",26 May 2020,3 TAMPINES LANE #07-09,New Sale,Strata,63,"15,413",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528483,18,52,East Region,Tampines
AFFINITY AT SERANGOON,"790,000",559.73,"1,411",26 May 2020,24 SERANGOON NORTH AVENUE 1 #01-40,New Sale,Strata,52,"15,192",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554339,19,55,North East Region,Serangoon
PARC CLEMATIS,"1,543,000","1,076.4","1,433",26 May 2020,8B JALAN LEMPENG #24-30,New Sale,Strata,100,"15,430",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128824,05,12,West Region,Clementi
PARC ESTA,"1,537,000","1,001.05","1,535",26 May 2020,902 SIMS AVENUE #02-18,New Sale,Strata,93,"16,527",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408967,14,40,Central Region,Geylang
PARC ESTA,"1,776,000","1,033.34","1,719",26 May 2020,914 SIMS AVENUE #12-69,New Sale,Strata,96,"18,500",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408973,14,40,Central Region,Geylang
PARC ESTA,"1,781,000","1,033.34","1,724",26 May 2020,914 SIMS AVENUE #13-69,New Sale,Strata,96,"18,552",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408973,14,40,Central Region,Geylang
STIRLING RESIDENCES,"1,232,000",635.08,"1,940",26 May 2020,21 STIRLING ROAD #15-09,New Sale,Strata,59,"20,881",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148960,03,14,Central Region,Queenstown
TREASURE AT TAMPINES,"846,000",592.02,"1,429",26 May 2020,43 TAMPINES LANE #03-144,New Sale,Strata,55,"15,382",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528464,18,52,East Region,Tampines
8 @ MOUNT SOPHIA,"2,620,000","2,497.25","1,049",26 May 2020,10 MOUNT SOPHIA #09-26,Resale,Strata,232,"11,293",-,Condominium,1,103 yrs from 28/11/2002,2007,Private,228459,09,22,Central Region,Rochor
RIS GRANDEUR,"1,230,000","1,291.68",952,26 May 2020,29 ELIAS ROAD #16-17,Resale,Strata,120,"10,250",-,Condominium,1,Freehold,2005,HDB,519933,18,51,East Region,Pasir Ris
JADESCAPE,"1,310,000",764.24,"1,714",26 May 2020,8 SHUNFU ROAD #11-30,New Sale,Strata,71,"18,451",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575745,20,57,Central Region,Bishan
TREASURE AT TAMPINES,"935,000",678.13,"1,379",26 May 2020,39 TAMPINES LANE #10-129,New Sale,Strata,63,"14,841",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528466,18,52,East Region,Tampines
THE TRE VER,"1,762,000","1,097.93","1,605",26 May 2020,66 POTONG PASIR AVENUE 1 #15-30,New Sale,Strata,102,"17,275",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358394,13,35,Central Region,Toa Payoh
PARC RIVIERA,"1,258,000",904.18,"1,391",26 May 2020,101 WEST COAST VALE #25-05,Sub Sale,Strata,84,"14,976",-,Condominium,1,99 yrs from 11/11/2015,2019,HDB,126753,05,12,West Region,Clementi
KENT RIDGE HILL RESIDENCES,"1,439,000",861.12,"1,671",26 May 2020,62A SOUTH BUONA VISTA ROAD #05-43,New Sale,Strata,80,"17,988",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,117325,05,11,Central Region,Queenstown
PARC CANBERRA,"1,101,000","1,001.05","1,100",26 May 2020,5 CANBERRA WALK #04-12,New Sale,Strata,93,"11,839",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757065,27,75,North Region,Sembawang
DAINTREE RESIDENCE,"1,276,190",742.72,"1,718",26 May 2020,11C TOH TUCK ROAD #05-13,New Sale,Strata,69,"18,496",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596159,21,59,Central Region,Bukit Timah
DAINTREE RESIDENCE,"1,117,780",710.42,"1,573",26 May 2020,11D TOH TUCK ROAD #02-19,New Sale,Strata,66,"16,936",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596126,21,59,Central Region,Bukit Timah
JADESCAPE,"1,338,000",764.24,"1,751",26 May 2020,6 SHUNFU ROAD #16-23,New Sale,Strata,71,"18,845",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575744,20,57,Central Region,Bishan
SEASIDE RESIDENCES,"1,048,420",559.73,"1,873",26 May 2020,16 SIGLAP LINK #05-17,New Sale,Strata,52,"20,162",-,Apartment,1,99 yrs from 18/04/2016,Uncompleted,HDB,448872,15,44,East Region,Bedok
THE FLORENCE RESIDENCES,"940,000",635.08,"1,480",26 May 2020,97 HOUGANG AVENUE 2 #07-73,New Sale,Strata,59,"15,932",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533753,19,53,North East Region,Hougang
THE GARDEN RESIDENCES,"1,053,400",613.55,"1,717",26 May 2020,3 SERANGOON NORTH VIEW #14-21,New Sale,Strata,57,"18,481",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554344,19,55,North East Region,Serangoon
JADESCAPE,"1,267,900",764.24,"1,659",26 May 2020,6 SHUNFU ROAD #02-22,New Sale,Strata,71,"17,858",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575744,20,57,Central Region,Bishan
THE TAPESTRY,"686,340",441.32,"1,555",26 May 2020,61 TAMPINES STREET 86 #13-44,New Sale,Strata,41,"16,740",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528510,18,52,East Region,Tampines
THE TAPESTRY,"686,340",441.32,"1,555",26 May 2020,61 TAMPINES STREET 86 #11-46,New Sale,Strata,41,"16,740",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528510,18,52,East Region,Tampines
JADESCAPE,"3,428,000","2,098.98","1,633",26 May 2020,10 SHUNFU ROAD #08-40,New Sale,Strata,195,"17,579",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575746,20,57,Central Region,Bishan
VIEW AT KISMIS,"998,000",592.02,"1,686",26 May 2020,15 LORONG KISMIS #04-06,New Sale,Strata,55,"18,145",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,HDB,598008,21,59,Central Region,Bukit Timah
BOTANIQUE AT BARTLEY,"1,090,000",731.95,"1,489",27 May 2020,227 UPPER PAYA LEBAR ROAD #16-14,Sub Sale,Strata,68,"16,029",-,Condominium,1,99 yrs from 14/04/2014,2019,Private,533872,19,53,North East Region,Serangoon
PARC KOMO,"884,000",613.55,"1,441",27 May 2020,963B UPPER CHANGI ROAD NORTH #03-77,New Sale,Strata,57,"15,509",-,Apartment,1,Freehold,Uncompleted,N.A,506789,17,50,East Region,Pasir Ris
PARC CLEMATIS,"1,165,000",710.42,"1,640",27 May 2020,8 JALAN LEMPENG #12-10,New Sale,Strata,66,"17,652",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128796,05,12,West Region,Clementi
NV RESIDENCES,"1,200,000","1,453.14",826,27 May 2020,93 PASIR RIS GROVE #05-34,Resale,Strata,135,"8,889",-,Condominium,1,99 yrs from 07/01/2008,2013,Private,518191,18,51,East Region,Pasir Ris
PARC CLEMATIS,"1,156,000",721.19,"1,603",27 May 2020,8 JALAN LEMPENG #13-15,New Sale,Strata,67,"17,254",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128796,05,12,West Region,Clementi
PARC CLEMATIS,"1,159,000",721.19,"1,607",27 May 2020,8 JALAN LEMPENG #14-15,New Sale,Strata,67,"17,299",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128796,05,12,West Region,Clementi
KOPAR AT NEWTON,"2,255,000","1,054.87","2,138",27 May 2020,6 MAKEWAY AVENUE #04-07,New Sale,Strata,98,"23,010",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,09,22,Central Region,Novena
KOPAR AT NEWTON,"1,657,000",688.9,"2,405",27 May 2020,6 MAKEWAY AVENUE #15-08,New Sale,Strata,64,"25,891",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,09,22,Central Region,Novena
PARC OLYMPIA,"738,000",796.54,927,27 May 2020,64 FLORA DRIVE #02-56,Resale,Strata,74,"9,973",-,Condominium,1,99 yrs from 25/01/2012,2015,Private,506860,17,50,East Region,Pasir Ris
MARTIN MODERN,"2,159,300",764.24,"2,811",27 May 2020,10 MARTIN PLACE #26-10,New Sale,Strata,71,"30,261","2,148,500",Condominium,1,99 yrs from 28/09/2016,Uncompleted,Private,237963,09,23,Central Region,River Valley
RIVERFRONT RESIDENCES,"1,347,000","1,065.64","1,264",27 May 2020,51 HOUGANG AVENUE 7 #02-51,New Sale,Strata,99,"13,606",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533818,19,53,North East Region,Hougang
AVENUE SOUTH RESIDENCE,"1,326,000",656.6,"2,019",27 May 2020,13 SILAT AVENUE #21-45,New Sale,Strata,61,"21,738",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168878,03,16,Central Region,Bukit Merah
TREASURE AT TAMPINES,"952,000",678.13,"1,404",27 May 2020,49 TAMPINES LANE #03-164,New Sale,Strata,63,"15,111",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528461,18,52,East Region,Tampines
HOLLAND GARDENS,"6,100,000","3,596.25","1,696",27 May 2020,12 MOONBEAM VIEW,Resale,Land,334.1,"18,258",-,Semi-Detached House,1,999 yrs from 06/10/1885,-,Private,277267,10,27,Central Region,Bukit Timah
N.A.,"3,020,000","1,747","1,729",27 May 2020,75 CLOVER WAY,Resale,Land,162.3,"18,608",-,Terrace House,1,Freehold,-,Private,579130,20,57,Central Region,Bishan
TREASURE AT TAMPINES,"1,163,000",839.59,"1,385",27 May 2020,55 TAMPINES LANE #08-190,New Sale,Strata,78,"14,910",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528458,18,52,East Region,Tampines
STIRLING RESIDENCES,"1,973,000","1,054.87","1,870",27 May 2020,23 STIRLING ROAD #25-16,New Sale,Strata,98,"20,133",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
PARC ESTA,"799,000",419.8,"1,903",27 May 2020,914 SIMS AVENUE #15-66,New Sale,Strata,39,"20,487",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408973,14,40,Central Region,Geylang
AVENUE SOUTH RESIDENCE,"1,509,000",731.95,"2,062",27 May 2020,13 SILAT AVENUE #28-46,New Sale,Strata,68,"22,191",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168878,03,16,Central Region,Bukit Merah
WESTWOOD RESIDENCES,"920,000","1,033.34",890,27 May 2020,188 WESTWOOD AVENUE #14-20,Resale,Strata,96,"9,583",-,Executive Condominium,1,99 yrs from 14/04/2014,2017,HDB,648149,22,64,West Region,Jurong West
THE FLORENCE RESIDENCES,"1,643,000",990.29,"1,659",27 May 2020,87 HOUGANG AVENUE 2 #12-30,New Sale,Strata,92,"17,859",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538862,19,53,North East Region,Hougang
THE TAPESTRY,"1,293,140",990.29,"1,306",27 May 2020,59 TAMPINES STREET 86 #12-36,New Sale,Strata,92,"14,056",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,N.A,528509,18,52,East Region,Tampines
THE TAPESTRY,"1,256,310",925.7,"1,357",27 May 2020,55 TAMPINES STREET 86 #13-25,New Sale,Strata,86,"14,608",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,N.A,528541,18,52,East Region,Tampines
N.A.,"4,050,000","3,723.27","1,088",27 May 2020,10 LORONG SELANGAT,Resale,Land,345.9,"11,709",-,Semi-Detached House,1,Freehold,1987,HDB,358701,13,35,North East Region,Serangoon
KOPAR AT NEWTON,"1,609,000",688.9,"2,336",27 May 2020,6 MAKEWAY AVENUE #14-03,New Sale,Strata,64,"25,141",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,09,22,Central Region,Novena
THE JOVELL,"834,000",635.08,"1,313",27 May 2020,15 FLORA DRIVE #07-16,New Sale,Strata,59,"14,136",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,HDB,506854,17,50,East Region,Pasir Ris
HIGH PARK RESIDENCES,"785,000",678.13,"1,158",27 May 2020,29 FERNVALE ROAD #05-37,Resale,Strata,63,"12,460",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797416,28,79,North East Region,Sengkang
THE WOODLEIGH RESIDENCES,"1,036,000",592.02,"1,750",27 May 2020,19 BIDADARI PARK DRIVE #05-20,New Sale,Strata,55,"18,836",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367794,13,36,Central Region,Toa Payoh
KANDIS RESIDENCE,"1,045,800",796.54,"1,313",27 May 2020,8 KANDIS LINK #07-15,New Sale,Strata,74,"14,132",-,Condominium,1,99 yrs from 11/07/2016,Uncompleted,HDB,756970,27,75,North Region,Sembawang
THE TAPESTRY,"1,237,380",925.7,"1,337",27 May 2020,55 TAMPINES STREET 86 #07-22,New Sale,Strata,86,"14,388",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,N.A,528541,18,52,East Region,Tampines
PARRYVILLE,"2,750,000","1,819.12","1,512",28 May 2020,9 POH HUAT DRIVE,Resale,Land,169,"16,272",-,Terrace House,1,999 yrs from 31/05/1883,1990,HDB,546799,19,54,North East Region,Hougang
PIERMONT GRAND,"1,098,000","1,022.58","1,074",28 May 2020,46 SUMANG WALK #17-52,New Sale,Strata,95,"11,558",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828628,19,82,North East Region,Punggol
KOPAR AT NEWTON,"1,098,000",516.67,"2,125",28 May 2020,6 MAKEWAY AVENUE #02-05,New Sale,Strata,48,"22,875",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,09,22,Central Region,Novena
AVENUE SOUTH RESIDENCE,"1,207,000",656.6,"1,838",28 May 2020,11 SILAT AVENUE #04-33,New Sale,Strata,61,"19,787",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,168877,03,16,Central Region,Bukit Merah
THE FLORENCE RESIDENCES,"1,084,000",667.37,"1,624",28 May 2020,89 HOUGANG AVENUE 2 #14-43,New Sale,Strata,62,"17,484",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538863,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,452,000","1,011.82","1,435",28 May 2020,93 HOUGANG AVENUE 2 #03-56,New Sale,Strata,94,"15,447",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538865,19,53,North East Region,Hougang
BISHAN LOFT,"1,370,000","1,173.28","1,168",28 May 2020,31 BISHAN STREET 11 #05-03,Resale,Strata,109,"12,569",-,Executive Condominium,1,99 yrs from 13/12/2000,2003,HDB,579819,20,57,Central Region,Bishan
PIERMONT GRAND,"957,420",839.59,"1,140",28 May 2020,34 SUMANG WALK #14-28,New Sale,Strata,78,"12,275",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828622,19,82,North East Region,Punggol
TREASURE AT TAMPINES,"1,309,000","1,033.34","1,267",28 May 2020,49 TAMPINES LANE #03-170,New Sale,Strata,96,"13,635",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528461,18,52,East Region,Tampines
PARC ESTA,"1,670,000","1,022.58","1,633",28 May 2020,916 SIMS AVENUE #09-77,New Sale,Strata,95,"17,579",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408974,14,40,Central Region,Geylang
KENT RIDGE HILL RESIDENCES,"1,369,000",904.18,"1,514",28 May 2020,50A SOUTH BUONA VISTA ROAD #05-17,New Sale,Strata,84,"16,298",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,118179,05,11,Central Region,Queenstown
THE FLORENCE RESIDENCES,"712,000",484.38,"1,470",28 May 2020,97 HOUGANG AVENUE 2 #03-80,New Sale,Strata,45,"15,822",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533753,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"709,000",484.38,"1,464",28 May 2020,97 HOUGANG AVENUE 2 #02-81,New Sale,Strata,45,"15,756",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533753,19,53,North East Region,Hougang
PARC CANBERRA,"1,055,000",925.7,"1,140",28 May 2020,1 CANBERRA WALK #11-04,New Sale,Strata,86,"12,267",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,N.A,757063,27,75,North Region,Sembawang
AFFINITY AT SERANGOON,"1,002,000",624.31,"1,605",28 May 2020,26 SERANGOON NORTH AVENUE 1 #02-45,New Sale,Strata,58,"17,276",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554340,19,55,North East Region,Serangoon
ARC AT TAMPINES,"1,200,000","1,291.68",929,28 May 2020,3 TAMPINES AVENUE 8 #10-01,Resale,Strata,120,"10,000",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529595,18,52,East Region,Tampines
LAKESIDE APARTMENTS,"1,108,000","1,517.72",730,28 May 2020,9F YUAN CHING ROAD #09-68,Resale,Strata,141,"7,858",-,Apartment,1,99 yrs from 01/03/1977,-,Private,618648,22,61,West Region,Jurong East
LOYANG COURT,"1,250,000","1,915.99",652,28 May 2020,161S JALAN LOYANG BESAR,Resale,Strata,178,"7,022",-,Terrace House,1,99 yrs from 21/10/1994,1997,HDB,509515,17,50,East Region,Pasir Ris
KENT RIDGE HILL RESIDENCES,"1,487,000",882.65,"1,685",28 May 2020,66A SOUTH BUONA VISTA ROAD #03-75,New Sale,Strata,82,"18,134",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,117327,05,11,Central Region,Queenstown
TREASURE AT TAMPINES,"866,000",592.02,"1,463",28 May 2020,43 TAMPINES LANE #07-144,New Sale,Strata,55,"15,745",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528464,18,52,East Region,Tampines
THE GARDEN RESIDENCES,"970,100",613.55,"1,581",28 May 2020,7 SERANGOON NORTH VIEW #03-33,New Sale,Strata,57,"17,019",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554346,19,55,North East Region,Serangoon
TREASURE AT TAMPINES,"1,141,000",882.65,"1,293",28 May 2020,11 TAMPINES LANE #05-47,New Sale,Strata,82,"13,915",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528480,18,52,East Region,Tampines
MARTIN MODERN,"2,070,000",764.24,"2,579",28 May 2020,10 MARTIN PLACE #17-14,New Sale,Strata,71,"27,763","1,971,200",Condominium,1,99 yrs from 28/09/2016,Uncompleted,HDB,237963,09,23,Central Region,River Valley
THE PARC CONDOMINIUM,"886,000",667.37,"1,328",28 May 2020,7 WEST COAST WALK #08-13,Resale,Strata,62,"14,290",-,Condominium,1,Freehold,2010,HDB,127159,05,12,West Region,Clementi
JADESCAPE,"1,856,200","1,054.87","1,760",28 May 2020,4 SHUNFU ROAD #20-11,New Sale,Strata,98,"18,941",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575743,20,57,Central Region,Bishan
THE SUNFLOWER,"1,500,000","1,679.18",893,28 May 2020,10 LORONG 28 GEYLANG #01-03,Resale,Strata,156,"9,615",-,Apartment,1,Freehold,2000,HDB,398415,14,39,Central Region,Geylang
THE GARDENS AT BISHAN,"1,343,000","1,205.57","1,114",29 May 2020,7 SIN MING WALK #04-10,Resale,Strata,112,"11,991",-,Condominium,1,99 yrs from 22/03/1997,2004,HDB,575577,20,57,Central Region,Bishan
SYMPHONY HEIGHTS,"1,310,000","1,280.92","1,023",29 May 2020,33 HUME AVENUE #04-02,Resale,Strata,119,"11,008",-,Condominium,1,Freehold,1998,Private,598734,21,59,West Region,Bukit Batok
N.A.,"11,300,000","8,639.19","1,308",29 May 2020,"34,34A BRANKSOME ROAD",Resale,Land,802.6,"14,079",-,Semi-Detached House,2,Freehold,-,Private,439569,15,43,Central Region,Marine Parade
PLATINUM EDGE,"1,005,000",796.54,"1,262",29 May 2020,18 LEICESTER ROAD #13-03,Resale,Strata,74,"13,581",-,Apartment,1,Freehold,2007,Private,358847,13,35,Central Region,Toa Payoh
AVENUE SOUTH RESIDENCE,"1,330,000",656.6,"2,026",29 May 2020,13 SILAT AVENUE #22-45,New Sale,Strata,61,"21,803",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,HDB,168878,03,16,Central Region,Bukit Merah
WATERBANK AT DAKOTA,"1,800,000","1,173.28","1,534",29 May 2020,82 DAKOTA CRESCENT #16-23,Resale,Strata,109,"16,514",-,Condominium,1,99 yrs from 07/12/2009,2013,Private,399947,14,39,Central Region,Geylang
